"Population.Unit","Unit","Year","daily.temperatureHigh","daily.temperatureLow","daily.temperatureMean","daily.precipAccumulation","daily.precipType","daily.windSpeed","daily.FullmoonPhase","Harvest"
840,"2",2010,63.494,28.3866666666667,41.1838333333333,0.0284583333333333,1.67857142857143,2.98555555555556,0.649555555555556,154
2081.42857142857,"3",2010,59.934,23.8211111111111,37.33175,0.3055,1.9,8.63855555555556,0.649555555555556,319
2464,"6",2010,53.552,24.4811111111111,36.0778888888889,0.20775,1.8125,4.97683333333333,0.649555555555556,303
3530.83333333333,"11",2010,62.558,26.4522222222222,39.8637777777778,0.148041666666667,1.96666666666667,3.82766666666667,0.649555555555556,720
3230,"15",2010,54.13,22.2122222222222,34.022,0.128291666666667,1.8952380952381,1.54172222222222,0.649555555555556,363
2490,"18",2010,50.108,21.6233333333333,32.7901111111111,1.05870833333333,2.0952380952381,2.61983333333333,0.649555555555556,447
2200,"20",2010,57.266,26.7144444444444,39.6394444444444,0.124541666666667,1.67857142857143,3.56677777777778,0.649555555555556,36
2288,"21",2010,62.586,27.9722222222222,41.9171944444444,0.378583333333333,1.6375,3.86233333333333,0.649555555555556,382
3405,"41",2010,64.58,27.8188888888889,42.0798055555556,0.01495,1.6547619047619,2.46833333333333,0.649555555555556,125
2130,"43",2010,50.798,17.9611111111111,31.5665,0.564589285714286,2.26388888888889,1.39844444444444,0.649555555555556,519
1890,"44",2010,56.84,20.398,34.0639444444444,0.600875,2.12222222222222,1.60566666666667,0.649555555555556,216
810,"48",2010,45.056,13.1522222222222,26.2329166666667,0.57753125,2.94444444444444,5.52127777777778,0.649555555555556,128
863.333333333333,"50",2010,55.722,19.5077777777778,35.3003611111111,0.1184875,1.95238095238095,1.57494444444444,0.649555555555556,153
3130,"40",2010,65.064,28.46,43.1294444444444,0,1.57738095238095,3.49322222222222,0.649555555555556,128
5285,"61",2010,63.354,24.5255555555556,40.6717777777778,0.065625,1.68611111111111,2.56155555555556,0.649555555555556,636
3400,"10",2010,62.458,28.4977777777778,40.9165833333333,0.2713,1.83333333333333,3.76083333333333,0.649555555555556,102
1040,"49",2010,47.974,16.2044444444444,29.346,0.6380875,2.17777777777778,4.3285,0.649555555555556,268
3050,"66",2010,56.01,17.6077777777778,34.5953055555556,0.137375,2.22222222222222,2.19972222222222,0.649555555555556,460
2015,"68",2010,50.468,16.3366666666667,32.3604166666667,0.00725,2.14285714285714,2.06361111111111,0.649555555555556,149
530,"86",2010,51.09,21.4144444444444,35.0304722222222,0.049,1.5,1.38194444444444,0.649555555555556,113
3480,"75",2010,62.174,23.1866666666667,39.2879444444444,0.074125,2.16666666666667,1.61072222222222,0.649555555555556,310
4035,"83",2010,62.06,19.8033333333333,40.0159166666667,0.061125,1.83333333333333,3.87805555555556,0.649555555555556,81
2240,"76",2010,54.062,15.4688888888889,33.7095277777778,33.9753125,2.16666666666667,2.10961111111111,0.649555555555556,338
575,"29",2010,64.76,31.5011111111111,45.66,0.111325,1.5125,2.04605555555556,0.649555555555556,26
600,"39",2010,49.268,20.2155555555556,32.6329722222222,0.576458333333333,1.85079365079365,3.44238888888889,0.649555555555556,81
5520,"54",2010,51.124,17.6766666666667,31.8725,0.45705,2.14583333333333,3.68088888888889,0.649555555555556,556
2865,"55",2010,50.45,16.5977777777778,30.5115,0.731971428571429,2.28888888888889,1.83,0.649555555555556,597
170,"1",2010,61.518,26.8811111111111,39.0462777777778,0.0304583333333333,1.74107142857143,3.32944444444444,0.649555555555556,22
271.666666666667,"51",2010,62.868,28.8255555555556,44.3798611111111,0.21875,1.5375,2.47972222222222,0.649555555555556,50
1940,"53",2010,56.712,21.8733333333333,35.2898611111111,0.4386,2.08928571428571,2.34633333333333,0.649555555555556,229
108,"133",2010,69.86,29.9511111111111,49.5088611111111,0,0.75,5.38188888888889,0.649555555555556,4
840,"201",2010,54.396,22.25,33.7579166666667,0.06375,1.75,4.16044444444444,0.649555555555556,72
2464,"16",2010,58.712,23.7622222222222,36.7323888888889,0.610875,1.85119047619048,4.84927777777778,0.649555555555556,180
778,"8",2010,47.366,21.5788888888889,31.9976111111111,0.126645833333333,1.91666666666667,6.43033333333333,0.649555555555556,50
3530.83333333333,"12",2010,55.344,23.7533333333333,35.6943333333333,0.0627916666666667,2.21428571428571,1.23272222222222,0.649555555555556,1544
3230,"27",2010,52.722,21.2844444444444,32.8030833333333,0.193479166666667,1.95079365079365,1.62377777777778,0.649555555555556,121
1820,"36",2010,55.104,19.1555555555556,33.0978055555556,0.391195833333333,2.17777777777778,1.38461111111111,0.649555555555556,131
1126.66666666667,"37",2010,53.658,17.9,32.4447777777778,0.436245833333333,2.15,1.62727777777778,0.649555555555556,223
3405,"42",2010,60.87,24.11,38.3197777777778,0.3010625,2.15079365079365,1.89227777777778,0.649555555555556,349
2130,"471",2010,50.208,15.7944444444444,29.7507777777778,0.131329166666667,2.33333333333333,4.712,0.649555555555556,48
1890,"45",2010,52.744,17.1311111111111,31.3080277777778,0.573214285714286,2.28888888888889,2.13566666666667,0.649555555555556,204
810,"56",2010,47.082,16.7244444444444,29.4695833333333,14.5395166666667,2.63888888888889,2.76588888888889,0.649555555555556,72
863.333333333333,"500",2010,47.374,16.1122222222222,29.4382777777778,0.39895,2.5,6.16016666666667,0.649555555555556,138
5285,"62",2010,66.218,27.2044444444444,43.0500555555556,0.02075,1.5,2.91411111111111,0.649555555555556,614
624,"511",2010,59.774,24.0588888888889,40.8109166666667,0.024,1.625,1.90483333333333,0.649555555555556,92
3888,"71",2010,53.008,19.1733333333333,34.25975,0.156208333333333,1.8625,1.96466666666667,0.649555555555556,429
3050,"67",2010,48.09,17.0722222222222,30.9318055555556,0.03175,2.25,1.97033333333333,0.649555555555556,429
530,"691",2010,66.68,19.6411111111111,42.9779722222222,0,0.25,2.34988888888889,0.649555555555556,5
2345,"741",2010,66.678,23.8588888888889,42.2708611111111,0.0556875,1.66666666666667,2.20922222222222,0.649555555555556,45
3480,"77",2010,61.342,21.1111111111111,38.5677777777778,0.2035,1.75,5.05983333333333,0.649555555555556,339
4035,"85",2010,61.182,25.2922222222222,42.7784722222222,0.0295,1.25,3.47222222222222,0.649555555555556,330
2415,"65",2010,60.258,22.5022222222222,38.501,0.216729166666667,1.89722222222222,1.46222222222222,0.649555555555556,356
575,"38",2010,52.772,23.5855555555556,36.2996388888889,0.542208333333333,1.7952380952381,2.62933333333333,0.649555555555556,52
600,"46",2010,47.834,17.7188888888889,30.6908333333333,0.086275,2.13214285714286,5.59655555555556,0.649555555555556,36
2464,"17",2010,52.562,21.5277777777778,33.1626666666667,0.217666666666667,2.05079365079365,1.81438888888889,0.649555555555556,186
778,"9",2010,63.884,27.5011111111111,42.0538333333333,0.240475,1.92857142857143,4.20894444444444,0.649555555555556,29
3530.83333333333,"13",2010,59.094,20.304,36.8333055555556,1.65083333333333,2.05079365079365,3.51427777777778,0.649555555555556,629
2288,"30",2010,70.97,32.094,47.2889444444444,0.015375,1.33333333333333,1.24194444444444,0.649555555555556,221
1126.66666666667,"371",2010,48.472,16.2077777777778,29.8568888888889,1.89204166666667,2.23333333333333,2.52261111111111,0.649555555555556,116
3405,"52",2010,63.51,25.4933333333333,40.2284444444444,0.0293125,1.77777777777778,1.803,0.649555555555556,199
810,"481",2010,46.888,15.0133333333333,27.8335833333333,3.55090476190476,2.88888888888889,3.07077777777778,0.649555555555556,124
863.333333333333,"501",2010,49.19,17.5966666666667,31.3969166666667,0.1262,2.56666666666667,4.84722222222222,0.649555555555556,59
1040,"58",2010,55.288,21.26,36.2826666666667,0.0835,2.25,3.01194444444444,0.649555555555556,86
3888,"72",2010,70.02,25.3522222222222,44.6165555555556,0.074,1.83333333333333,2.57994444444444,0.649555555555556,66
530,"861",2010,58.004,24.1455555555556,39.8720833333333,0.038,2,3.42738888888889,0.649555555555556,32
3480,"78",2010,62.352,20.4922222222222,38.4031944444444,9.2924375,1.58333333333333,2.61811111111111,0.649555555555556,276
4035,"140",2010,70.452,27.8,49.4821388888889,0.00625,1.5,2.81411111111111,0.649555555555556,35
600,"391",2010,62.546,27.8355555555556,43.4352222222222,0.130625,1.85714285714286,3.94555555555556,0.649555555555556,13
2081.42857142857,"14",2010,47.544,20.8555555555556,30.9554444444444,0.204533333333333,2.17777777777778,4.00538888888889,0.649555555555556,254
3530.83333333333,"23",2010,63.302,27.0122222222222,40.0568333333333,0.363775,1.91666666666667,3.51177777777778,0.649555555555556,813
2288,"31",2010,63.152,31.7144444444444,43.3743055555556,0.187,1.65,2.96322222222222,0.649555555555556,169
3405,"411",2010,67.986,29.6855555555556,44.4584444444444,0.011125,1.41666666666667,2.15022222222222,0.649555555555556,54
1890,"444",2010,52.976,19.1688888888889,32.3125833333333,0.355520833333333,2.44444444444444,1.60627777777778,0.649555555555556,223
624,"581",2010,60.576,22.63,40.6017777777778,0.009,1.5,1.49833333333333,0.649555555555556,77
3888,"73",2010,62.802,23.1844444444444,39.3084444444444,0.0838,1.5,3.40066666666667,0.649555555555556,122
108,"141",2010,71.924,29.9533333333333,51.2480833333333,0,0,3.70227777777778,0.649555555555556,7
3530.83333333333,"24",2010,54.528,22.8911111111111,34.92375,0.0855833333333333,1.95833333333333,1.74177777777778,0.649555555555556,593
2288,"32",2010,57.276,24.1822222222222,37.1891111111111,0.460458333333333,1.85079365079365,2.07111111111111,0.649555555555556,92
3888,"711",2010,60.384,21.9211111111111,37.69,0.1671875,1.9,3.746,0.649555555555556,454
3480,"771",2010,67.016,21.0188888888889,40.6938888888889,0.1435625,2.06666666666667,1.54038888888889,0.649555555555556,92
2081.42857142857,"301",2010,59.98,24.654,38.1048888888889,0.575625,1.9,5.31444444444444,0.649555555555556,258
3530.83333333333,"25",2010,50.75,20.8488888888889,32.3985833333333,0.2290625,2.25,2.42227777777778,0.649555555555556,261
3405,"521",2010,58.916,23.7022222222222,37.0952222222222,0.267095833333333,2.01388888888889,1.85811111111111,0.649555555555556,534
2081.42857142857,"441",2010,57.434,19.866,35.8912777777778,1.4136875,2.05079365079365,2.53766666666667,0.649555555555556,375
3530.83333333333,"34",2010,48.926,19.4677777777778,30.7789166666667,0.224181547619048,2.38888888888889,1.73644444444444,0.649555555555556,116
3530.83333333333,"131",2010,57.83,18.748,35.5005833333333,1.55358333333333,2.05079365079365,1.6645,0.649555555555556,224
3530.83333333333,"211",2010,60.76,24.7988888888889,37.9708055555556,0.2783125,1.85714285714286,4.54511111111111,0.649555555555556,614
3530.83333333333,"231",2010,49.698,21.0177777777778,32.2160833333333,0.141458333333333,2.12222222222222,5.168,0.649555555555556,263
585,"2",2011,64.616,23.1522222222222,39.2626944444444,0.1100625,1.5,3.83733333333333,0.740777777777778,97
2258.57142857143,"3",2011,60.954,19.7888888888889,36.4158888888889,0.507333333333333,2.21428571428571,7.97694444444444,0.740777777777778,180
1598,"6",2011,53.332,20.4944444444444,34.4371666666667,0.344416666666667,2.28571428571429,5.43327777777778,0.740777777777778,192
2989.16666666667,"11",2011,64.034,22.8244444444444,38.6991388888889,0.213916666666667,2.175,4.75533333333333,0.740777777777778,686
2270,"15",2011,54.002,17.8088888888889,32.8935277777778,0.292035714285714,2.4375,1.85983333333333,0.740777777777778,341
2460,"18",2011,48.32,18.1533333333333,31.0923888888889,0.682625,2.58333333333333,3.16555555555556,0.740777777777778,478
2470,"20",2011,55.958,26.6222222222222,37.8618333333333,0.133958333333333,1.96666666666667,3.229,0.740777777777778,38
2396,"21",2011,65.71,26.1966666666667,41.3600277777778,0.13665,1.77380952380952,4.36838888888889,0.740777777777778,292
2935,"41",2011,63.834,25.8244444444444,41.5202777777778,0.001,1.85714285714286,2.23422222222222,0.740777777777778,189
2225,"43",2011,50.41,15.4655555555556,31.2800277777778,1.00656875,2.4375,1.73416666666667,0.740777777777778,593
1775,"44",2011,55.286,16.9744444444444,33.1855,0.34050625,2.41666666666667,2.27422222222222,0.740777777777778,225
717.5,"48",2011,43.014,13.3822222222222,26.6279444444444,0.762216666666667,2.83333333333333,9.03044444444444,0.740777777777778,117
776.666666666667,"50",2011,54.99,18.6066666666667,34.1604166666667,0.4692,1.5,3.7205,0.740777777777778,135
2720,"40",2011,65.982,26.8877777777778,42.8228888888889,0,1.10714285714286,2.95727777777778,0.740777777777778,141
5220,"61",2011,64.446,23.5744444444444,40.8406944444444,0.02125,1.54166666666667,2.50216666666667,0.740777777777778,623
4000,"10",2011,63.392,25.2811111111111,40.1428888888889,0.122875,1.45833333333333,3.57611111111111,0.740777777777778,111
1113.33333333333,"49",2011,45.08,15.6666666666667,28.8837777777778,0.426977777777778,2.75,8.60005555555555,0.740777777777778,198
556,"511",2011,57.382,24.3488888888889,38.1269444444444,0.26075,1.25,2.29461111111111,0.740777777777778,56
3095,"66",2011,57.34,16.8944444444444,34.6519444444444,0.133883333333333,2.3452380952381,2.90061111111111,0.740777777777778,460
1925,"68",2011,52.718,14.6533333333333,32.59775,0.079325,1.58333333333333,2.66488888888889,0.740777777777778,125
496.666666666667,"86",2011,54.712,20.4377777777778,35.1129722222222,0.712083333333333,1.55,3.77983333333333,0.740777777777778,110
3512,"75",2011,63.914,23.3988888888889,39.994,0.0816964285714286,1.38888888888889,1.16211111111111,0.740777777777778,335
2657.5,"83",2011,62.222,21.9822222222222,39.3701666666667,0.183,1.95833333333333,4.44305555555556,0.740777777777778,179
2380,"76",2011,56.86,15.2322222222222,33.7008333333333,8.3728,2.3125,2.307,0.740777777777778,321
625,"29",2011,60.586,28.73,43.3706666666667,1.47766666666667,1.70535714285714,2.01794444444444,0.740777777777778,18
597.5,"39",2011,49.086,18.8544444444444,32.15625,0.320178571428571,2.58333333333333,3.97633333333333,0.740777777777778,51
4280,"54",2011,51.838,15.5877777777778,32.1298611111111,0.5070625,2.25,4.22711111111111,0.740777777777778,454
2410,"55",2011,49.894,13.9744444444444,30.3286666666667,0.595659722222222,2.375,4.46177777777778,0.740777777777778,645
200,"1",2011,62.48,21.26,37.2949444444444,0.1809375,2.25,2.53816666666667,0.740777777777778,15
276.666666666667,"51",2011,57.792,26.434,40.90875,0.872083333333333,1.58095238095238,2.76705555555556,0.740777777777778,36
2145,"53",2011,56.636,18.5511111111111,34.7901111111111,0.44440625,2.15,3.60077777777778,0.740777777777778,277
118,"133",2011,66.414,30.658,45.746,0.227,1.5,2.90211111111111,0.740777777777778,0
585,"201",2011,55.852,15.7066666666667,32.4856666666667,0.066375,2.375,4.95066666666667,0.740777777777778,63
2258.57142857143,"301",2011,61.666,20.4488888888889,37.1660555555556,1.02570833333333,2.125,4.403,0.740777777777778,174
1598,"16",2011,58.148,20.8544444444444,35.7077222222222,0.6194,2.3,5.62616666666667,0.740777777777778,180
828,"8",2011,46.734,17.8044444444444,30.7287777777778,0.22784375,2.31071428571429,6.79272222222222,0.740777777777778,75
2989.16666666667,"12",2011,54.61,19.4444444444444,34.8495555555556,0.277875,2.3,5.26283333333333,0.740777777777778,1281
2270,"27",2011,52.064,15.9855555555556,31.53575,0.63015,2.5,1.92561111111111,0.740777777777778,78
1880,"36",2011,52.37,16.8233333333333,32.3658888888889,0.18675,2.5625,2.03055555555556,0.740777777777778,197
1673.33333333333,"37",2011,50.918,17.3288888888889,31.9485833333333,0.123816666666667,2.66666666666667,2.0285,0.740777777777778,177
2935,"411",2011,66.548,27.0911111111111,43.5301111111111,0.0085,1.925,2.42227777777778,0.740777777777778,74
2225,"471",2011,48.182,13.7833333333333,29.3296944444444,0.325244444444444,2.5125,5.674,0.740777777777778,27
1775,"444",2011,51.628,15.9833333333333,31.70775,0.356060714285714,2.41666666666667,2.283,0.740777777777778,224
717.5,"481",2011,45.734,13.4288888888889,27.6686666666667,3.29708888888889,3,7.25527777777778,0.740777777777778,127
776.666666666667,"500",2011,44.13,15.3633333333333,28.29425,0.283167857142857,2.75,10.101,0.740777777777778,144
5220,"62",2011,66.296,25.7255555555556,42.6665555555556,8e-04,1.73214285714286,3.53344444444444,0.740777777777778,568
3744,"71",2011,55.778,18.1755555555556,34.873,0.150888888888889,2.16666666666667,1.76766666666667,0.740777777777778,350
3095,"67",2011,50.55,14.8744444444444,31.5422777777778,0.2550625,1.58333333333333,3.85005555555556,0.740777777777778,453
496.666666666667,"691",2011,63.734,24.9322222222222,40.9146944444445,0.073,1.05,2.59777777777778,0.740777777777778,18
2520,"741",2011,68.224,26.3055555555556,42.2736111111111,0.0847,1.35714285714286,1.19583333333333,0.740777777777778,36
2657.5,"85",2011,60.982,24.0655555555556,39.9638333333333,0.09125,1.3,3.89116666666667,0.740777777777778,249
2505,"65",2011,61.128,21.8033333333333,38.4173055555556,0.197988095238095,1.63888888888889,1.61272222222222,0.740777777777778,452
625,"38",2011,51.484,22.5055555555556,34.7657777777778,0.382833333333333,1.91666666666667,3.35588888888889,0.740777777777778,80
597.5,"46",2011,45.582,16.8044444444444,29.77025,0.191291666666667,2.75,7.12705555555556,0.740777777777778,43
828,"9",2011,57.814,24.478,39.3764444444444,0.731,1.7,6.09905555555556,0.740777777777778,30
2989.16666666667,"13",2011,60.944,20.2511111111111,36.8451111111111,2.20675,2.33333333333333,2.68733333333333,0.740777777777778,509
2396,"30",2011,70.706,29.7555555555556,46.2101944444444,0,0.75,0.973388888888889,0.740777777777778,156
1673.33333333333,"371",2011,45.834,15.7,29.3853611111111,0.391414583333333,2.75,4.88972222222222,0.740777777777778,114
2935,"42",2011,61.222,21.9033333333333,38.3481666666667,0.3848,1.83333333333333,1.98411111111111,0.740777777777778,434
1775,"45",2011,50.456,15.6366666666667,31.0623888888889,0.465770833333333,2.875,2.36116666666667,0.740777777777778,142
717.5,"56",2011,45.786,13.6066666666667,27.713,6.98165,3,3.94683333333333,0.740777777777778,76
776.666666666667,"501",2011,47.81,16.4988888888889,30.6209722222222,0.242691666666667,1.91666666666667,5.677,0.740777777777778,55
1113.33333333333,"58",2011,54.87,20.5655555555556,35.0906666666667,0.236583333333333,1.375,5.04988888888889,0.740777777777778,95
556,"581",2011,58.42,23.5511111111111,37.9964722222222,0.198583333333333,1.125,1.64172222222222,0.740777777777778,90
3744,"711",2011,61.076,20.63,38.3004722222222,0.403642857142857,2.16666666666667,3.75827777777778,0.740777777777778,442
496.666666666667,"861",2011,58.45,23.6822222222222,38.4977777777778,0.37635,1.625,3.9535,0.740777777777778,44
3512,"77",2011,65.244,23.9066666666667,39.9158055555556,0.0596666666666667,1,2.15444444444444,0.740777777777778,460
597.5,"391",2011,58.558,26.806,41.32575,0.68975,1.825,4.23877777777778,0.740777777777778,13
2258.57142857143,"441",2011,59.166,19.3644444444444,35.7503055555556,2.210375,2.38333333333333,2.07277777777778,0.740777777777778,176
1598,"17",2011,51.376,17.7611111111111,31.9843611111111,0.636794642857143,2.41666666666667,2.49777777777778,0.740777777777778,174
2989.16666666667,"23",2011,63.808,24.4855555555556,39.732,0.8115625,2.06666666666667,3.92872222222222,0.740777777777778,680
2396,"31",2011,64.392,29.2155555555556,43.2322222222222,0.006,1.16666666666667,2.75483333333333,0.740777777777778,120
3744,"72",2011,69.114,27.1955555555556,43.6073333333333,0.01285,1.60714285714286,2.43722222222222,0.740777777777778,50
3512,"771",2011,67.626,24.5133333333333,40.6229722222222,0.149785714285714,1.25,1.08605555555556,0.740777777777778,127
